Vacc Period,Gender,Age,Past PCR tests,Sector,Epi Week,N_person,Rate_Positive_1K
FebB,male,60+,0,General Jewish,07-25_07-31,17151,1.1661127631041923
FebB,male,60+,0,Arab,07-11_07-17,4567,0.2189621195533173
FebB,male,60+,0,Arab,07-18_07-24,4566,0.21901007446342532
FebB,male,60+,0,Arab,07-25_07-31,4565,0.4381161007667032
FebB,male,60+,0,ultra-Orthodox Jewish,07-11_07-17,1095,0
FebB,male,60+,0,ultra-Orthodox Jewish,07-18_07-24,1095,0.91324200913242
FebB,male,60+,0,ultra-Orthodox Jewish,07-25_07-31,1094,0
FebB,male,60+,1,General Jewish,07-11_07-17,2964,0
FebB,male,60+,1,General Jewish,07-18_07-24,2964,0.6747638326585694
FebB,male,60+,1,General Jewish,07-25_07-31,2962,1.350438892640108
FebB,male,60+,1,Arab,07-11_07-17,905,0
FebB,male,60+,1,Arab,07-18_07-24,905,1.1049723756906078
FebB,male,60+,1,Arab,07-25_07-31,904,2.2123893805309733
FebB,male,60+,1,ultra-Orthodox Jewish,07-11_07-17,216,0
FebB,male,60+,1,ultra-Orthodox Jewish,07-18_07-24,216,0
FebB,male,60+,1,ultra-Orthodox Jewish,07-25_07-31,216,0
FebB,male,60+,2+,General Jewish,07-11_07-17,1537,0
FebB,male,60+,2+,General Jewish,07-18_07-24,1537,0
FebB,male,60+,2+,General Jewish,07-25_07-31,1537,1.951854261548471
FebB,male,60+,2+,Arab,07-11_07-17,426,2.347417840375587
FebB,male,60+,2+,Arab,07-18_07-24,425,0
FebB,male,60+,2+,Arab,07-25_07-31,425,4.705882352941176
FebB,male,60+,2+,ultra-Orthodox Jewish,07-11_07-17,141,0
FebB,male,60+,2+,ultra-Orthodox Jewish,07-18_07-24,141,7.092198581560283
FebB,male,60+,2+,ultra-Orthodox Jewish,07-25_07-31,140,0
MarA,male,60+,0,General Jewish,07-11_07-17,15704,0.2547121752419766
MarA,male,60+,0,General Jewish,07-18_07-24,15700,0.38216560509554137
MarA,male,60+,0,General Jewish,07-25_07-31,15694,1.401809608767682
MarA,male,60+,0,Arab,07-11_07-17,3808,0
MarA,male,60+,0,Arab,07-18_07-24,3808,0
MarA,male,60+,0,Arab,07-25_07-31,3808,0.26260504201680673
MarA,male,60+,0,ultra-Orthodox Jewish,07-11_07-17,960,0
MarA,male,60+,0,ultra-Orthodox Jewish,07-18_07-24,960,0
MarA,male,60+,0,ultra-Orthodox Jewish,07-25_07-31,960,0
MarA,male,60+,1,General Jewish,07-11_07-17,2435,0.4106776180698152
MarA,male,60+,1,General Jewish,07-18_07-24,2434,1.2325390304026294
MarA,male,60+,1,General Jewish,07-25_07-31,2431,0.41135335252982314
MarA,male,60+,1,Arab,07-11_07-17,766,1.3054830287206267
MarA,male,60+,1,Arab,07-18_07-24,765,0
MarA,male,60+,1,Arab,07-25_07-31,765,2.6143790849673203
MarA,male,60+,1,ultra-Orthodox Jewish,07-11_07-17,173,0
MarA,male,60+,1,ultra-Orthodox Jewish,07-18_07-24,173,11.560693641618496
MarA,male,60+,1,ultra-Orthodox Jewish,07-25_07-31,171,11.695906432748536
MarA,male,60+,2+,General Jewish,07-11_07-17,1203,0
MarA,male,60+,2+,General Jewish,07-18_07-24,1203,0
MarA,male,60+,2+,General Jewish,07-25_07-31,1203,2.493765586034913
MarA,male,60+,2+,Arab,07-11_07-17,296,0
MarA,male,60+,2+,Arab,07-18_07-24,296,3.3783783783783785
MarA,male,60+,2+,Arab,07-25_07-31,295,0
MarA,male,60+,2+,ultra-Orthodox Jewish,07-11_07-17,102,0
MarA,male,60+,2+,ultra-Orthodox Jewish,07-18_07-24,102,0
MarA,male,60+,2+,ultra-Orthodox Jewish,07-25_07-31,102,0
MarB,male,60+,0,General Jewish,07-11_07-17,14758,0.4743190134164521
MarB,male,60+,0,General Jewish,07-18_07-24,14751,0.33896007050369464
MarB,male,60+,0,General Jewish,07-25_07-31,14746,0.6781500067815001
MarB,male,60+,0,Arab,07-11_07-17,4683,0
MarB,male,60+,0,Arab,07-18_07-24,4683,0
MarB,male,60+,0,Arab,07-25_07-31,4683,0.42707666026051677
MarB,male,60+,0,ultra-Orthodox Jewish,07-11_07-17,1042,0
MarB,male,60+,0,ultra-Orthodox Jewish,07-18_07-24,1042,0
MarB,male,60+,0,ultra-Orthodox Jewish,07-25_07-31,1042,0
MarB,male,60+,1,General Jewish,07-11_07-17,2037,0
MarB,male,60+,1,General Jewish,07-18_07-24,2037,0
MarB,male,60+,1,General Jewish,07-25_07-31,2037,2.945508100147275
MarB,male,60+,1,Arab,07-11_07-17,743,0
MarB,male,60+,1,Arab,07-18_07-24,743,0
MarB,male,60+,1,Arab,07-25_07-31,743,0
MarB,male,60+,1,ultra-Orthodox Jewish,07-11_07-17,169,0
MarB,male,60+,1,ultra-Orthodox Jewish,07-18_07-24,169,0
MarB,male,60+,1,ultra-Orthodox Jewish,07-25_07-31,169,0
MarB,male,60+,2+,General Jewish,07-11_07-17,1139,0
MarB,male,60+,2+,General Jewish,07-18_07-24,1139,0.8779631255487269
MarB,male,60+,2+,General Jewish,07-25_07-31,1138,1.757469244288225
MarB,male,60+,2+,Arab,07-11_07-17,314,0
MarB,male,60+,2+,Arab,07-18_07-24,314,0
MarB,male,60+,2+,Arab,07-25_07-31,314,0
MarB,male,60+,2+,ultra-Orthodox Jewish,07-11_07-17,112,0
MarB,male,60+,2+,ultra-Orthodox Jewish,07-18_07-24,112,0
MarB,male,60+,2+,ultra-Orthodox Jewish,07-25_07-31,112,0
Apr,male,60+,0,General Jewish,07-11_07-17,6378,0
Apr,male,60+,0,General Jewish,07-18_07-24,6378,0.6271558482282847
Apr,male,60+,0,General Jewish,07-25_07-31,6374,0.9413241292751804
Apr,male,60+,0,Arab,07-11_07-17,2034,0
Apr,male,60+,0,Arab,07-18_07-24,2034,0
Apr,male,60+,0,Arab,07-25_07-31,2034,0
Apr,male,60+,0,ultra-Orthodox Jewish,07-11_07-17,442,0
Apr,male,60+,0,ultra-Orthodox Jewish,07-18_07-24,442,0
Apr,male,60+,0,ultra-Orthodox Jewish,07-25_07-31,442,2.2624434389140275
Apr,male,60+,1,General Jewish,07-11_07-17,954,0
Apr,male,60+,1,General Jewish,07-18_07-24,954,0
Apr,male,60+,1,General Jewish,07-25_07-31,954,0
Apr,male,60+,1,Arab,07-11_07-17,362,0
Apr,male,60+,1,Arab,07-18_07-24,362,0
Apr,male,60+,1,Arab,07-25_07-31,362,2.7624309392265194
Apr,male,60+,1,ultra-Orthodox Jewish,07-11_07-17,66,0
Apr,male,60+,1,ultra-Orthodox Jewish,07-18_07-24,66,0
Apr,male,60+,1,ultra-Orthodox Jewish,07-25_07-31,66,0
Apr,male,60+,2+,General Jewish,07-11_07-17,628,1.5923566878980893
Apr,male,60+,2+,General Jewish,07-18_07-24,627,0
Apr,male,60+,2+,General Jewish,07-25_07-31,627,3.189792663476874
Apr,male,60+,2+,Arab,07-11_07-17,131,0
Apr,male,60+,2+,Arab,07-18_07-24,131,0
Apr,male,60+,2+,Arab,07-25_07-31,131,0
Apr,male,60+,2+,ultra-Orthodox Jewish,07-11_07-17,78,0
Apr,male,60+,2+,ultra-Orthodox Jewish,07-18_07-24,78,0
Apr,male,60+,2+,ultra-Orthodox Jewish,07-25_07-31,78,0
May,male,60+,0,General Jewish,07-11_07-17,2709,0.36913990402362495
May,male,60+,0,General Jewish,07-18_07-24,2708,0
May,male,60+,0,General Jewish,07-25_07-31,2708,0.7385524372230429
May,male,60+,0,Arab,07-11_07-17,385,0
May,male,60+,0,Arab,07-18_07-24,385,0
May,male,60+,0,Arab,07-25_07-31,385,0
May,male,60+,0,ultra-Orthodox Jewish,07-11_07-17,165,0
May,male,60+,0,ultra-Orthodox Jewish,07-18_07-24,165,0
May,male,60+,0,ultra-Orthodox Jewish,07-25_07-31,165,0
May,male,60+,1,General Jewish,07-11_07-17,373,0
May,male,60+,1,General Jewish,07-18_07-24,373,2.680965147453083
May,male,60+,1,General Jewish,07-25_07-31,372,0
May,male,60+,1,Arab,07-11_07-17,71,0
May,male,60+,1,Arab,07-18_07-24,71,0
May,male,60+,1,Arab,07-25_07-31,71,0
May,male,60+,1,ultra-Orthodox Jewish,07-11_07-17,26,0
May,male,60+,1,ultra-Orthodox Jewish,07-18_07-24,26,0
May,male,60+,1,ultra-Orthodox Jewish,07-25_07-31,26,0
May,male,60+,2+,General Jewish,07-11_07-17,240,0
May,male,60+,2+,General Jewish,07-18_07-24,240,0
May,male,60+,2+,General Jewish,07-25_07-31,240,0
May,male,60+,2+,Arab,07-11_07-17,41,0
May,male,60+,2+,Arab,07-18_07-24,41,0
May,male,60+,2+,Arab,07-25_07-31,41,0
May,male,60+,2+,ultra-Orthodox Jewish,07-11_07-17,17,0
May,male,60+,2+,ultra-Orthodox Jewish,07-18_07-24,17,0
May,male,60+,2+,ultra-Orthodox Jewish,07-25_07-31,17,58.8235294117647
